ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
bowernpny-Yandruwandha-RedAndYellow,bowernpny-Yandruwandha,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yandruwandha-ToeAndFoot,bowernpny-Yandruwandha,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yandruwandha-SeeAndKnow,bowernpny-Yandruwandha,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-Yandruwandha-SeeAndUnderstand,bowernpny-Yandruwandha,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yandruwandha-ElbowAndKnee,bowernpny-Yandruwandha,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yandruwandha-FearAndSurprise,bowernpny-Yandruwandha,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yandruwandha-CommonSubstringInElbowAndKnee,bowernpny-Yandruwandha,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yandruwandha-CommonSubstringInManAndWoman,bowernpny-Yandruwandha,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-Yandruwandha-CommonSubstringInFearAndSurprise,bowernpny-Yandruwandha,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yandruwandha-CommonSubstringInBoyAndGirl,bowernpny-Yandruwandha,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yandruwandha-EyeInTear,bowernpny-Yandruwandha,EyeInTear,?,EyeInTear-None,,
bowernpny-Yandruwandha-BowInElbow,bowernpny-Yandruwandha,BowInElbow,?,BowInElbow-None,,
bowernpny-Yandruwandha-CornerInElbow,bowernpny-Yandruwandha,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yandruwandha-WaterInTear,bowernpny-Yandruwandha,WaterInTear,?,WaterInTear-None,,
bowernpny-Yandruwandha-TreeInBark,bowernpny-Yandruwandha,TreeInBark,?,TreeInBark-None,,
bowernpny-Yandruwandha-SkinInBark,bowernpny-Yandruwandha,SkinInBark,?,SkinInBark-None,,
bowernpny-Yandruwandha-MouthInLip,bowernpny-Yandruwandha,MouthInLip,?,MouthInLip-None,,
bowernpny-Yandruwandha-SkinInLip,bowernpny-Yandruwandha,SkinInLip,?,SkinInLip-None,,
bowernpny-Yandruwandha-HandInFinger,bowernpny-Yandruwandha,HandInFinger,?,HandInFinger-None,,
bowernpny-Yandruwandha-FootInToe,bowernpny-Yandruwandha,FootInToe,?,FootInToe-None,,
bowernpny-Yandruwandha-ThreeInEight,bowernpny-Yandruwandha,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yandruwandha-ThreeInThirteen,bowernpny-Yandruwandha,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yandruwandha-FingerAndToe,bowernpny-Yandruwandha,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yandruwandha-HairAndFeather,bowernpny-Yandruwandha,HairAndFeather,False,HairAndFeather-False,,
bowernpny-Yandruwandha-HearAndSmell,bowernpny-Yandruwandha,HearAndSmell,False,HearAndSmell-False,,
bowernpny-Yawarrawarrka-concepts,bowernpny-Yawarrawarrka,concepts,277,,,
bowernpny-Yawarrawarrka-forms,bowernpny-Yawarrawarrka,forms,277,,,
bowernpny-Yawarrawarrka-senses,bowernpny-Yawarrawarrka,senses,277,,,
bowernpny-Yawarrawarrka-LegAndFoot,bowernpny-Yawarrawarrka,LegAndFoot,False,LegAndFoot-False,,
bowernpny-Yawarrawarrka-ArmAndHand,bowernpny-Yawarrawarrka,ArmAndHand,?,ArmAndHand-None,,
bowernpny-Yawarrawarrka-BarkAndSkin,bowernpny-Yawarrawarrka,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-Yawarrawarrka-FingerAndHand,bowernpny-Yawarrawarrka,FingerAndHand,?,FingerAndHand-None,,
bowernpny-Yawarrawarrka-GreenAndBlue,bowernpny-Yawarrawarrka,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-Yawarrawarrka-RedAndYellow,bowernpny-Yawarrawarrka,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yawarrawarrka-ToeAndFoot,bowernpny-Yawarrawarrka,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yawarrawarrka-SeeAndKnow,bowernpny-Yawarrawarrka,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-Yawarrawarrka-SeeAndUnderstand,bowernpny-Yawarrawarrka,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yawarrawarrka-ElbowAndKnee,bowernpny-Yawarrawarrka,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yawarrawarrka-FearAndSurprise,bowernpny-Yawarrawarrka,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yawarrawarrka-CommonSubstringInElbowAndKnee,bowernpny-Yawarrawarrka,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yawarrawarrka-CommonSubstringInManAndWoman,bowernpny-Yawarrawarrka,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-Yawarrawarrka-CommonSubstringInFearAndSurprise,bowernpny-Yawarrawarrka,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yawarrawarrka-CommonSubstringInBoyAndGirl,bowernpny-Yawarrawarrka,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yawarrawarrka-EyeInTear,bowernpny-Yawarrawarrka,EyeInTear,?,EyeInTear-None,,
bowernpny-Yawarrawarrka-BowInElbow,bowernpny-Yawarrawarrka,BowInElbow,?,BowInElbow-None,,
bowernpny-Yawarrawarrka-CornerInElbow,bowernpny-Yawarrawarrka,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yawarrawarrka-WaterInTear,bowernpny-Yawarrawarrka,WaterInTear,?,WaterInTear-None,,
bowernpny-Yawarrawarrka-TreeInBark,bowernpny-Yawarrawarrka,TreeInBark,?,TreeInBark-None,,
bowernpny-Yawarrawarrka-SkinInBark,bowernpny-Yawarrawarrka,SkinInBark,?,SkinInBark-None,,
bowernpny-Yawarrawarrka-MouthInLip,bowernpny-Yawarrawarrka,MouthInLip,?,MouthInLip-None,,
bowernpny-Yawarrawarrka-SkinInLip,bowernpny-Yawarrawarrka,SkinInLip,?,SkinInLip-None,,
bowernpny-Yawarrawarrka-HandInFinger,bowernpny-Yawarrawarrka,HandInFinger,?,HandInFinger-None,,
bowernpny-Yawarrawarrka-FootInToe,bowernpny-Yawarrawarrka,FootInToe,?,FootInToe-None,,
bowernpny-Yawarrawarrka-ThreeInEight,bowernpny-Yawarrawarrka,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yawarrawarrka-ThreeInThirteen,bowernpny-Yawarrawarrka,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yawarrawarrka-FingerAndToe,bowernpny-Yawarrawarrka,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yawarrawarrka-HairAndFeather,bowernpny-Yawarrawarrka,HairAndFeather,False,HairAndFeather-False,,
bowernpny-Yawarrawarrka-HearAndSmell,bowernpny-Yawarrawarrka,HearAndSmell,False,HearAndSmell-False,,
bowernpny-Yidiny-concepts,bowernpny-Yidiny,concepts,255,,,
bowernpny-Yidiny-forms,bowernpny-Yidiny,forms,259,,,
bowernpny-Yidiny-senses,bowernpny-Yidiny,senses,259,,,
bowernpny-Yidiny-LegAndFoot,bowernpny-Yidiny,LegAndFoot,False,LegAndFoot-False,,
bowernpny-Yidiny-ArmAndHand,bowernpny-Yidiny,ArmAndHand,?,ArmAndHand-None,,
bowernpny-Yidiny-BarkAndSkin,bowernpny-Yidiny,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-Yidiny-FingerAndHand,bowernpny-Yidiny,FingerAndHand,?,FingerAndHand-None,,
bowernpny-Yidiny-GreenAndBlue,bowernpny-Yidiny,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-Yidiny-RedAndYellow,bowernpny-Yidiny,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yidiny-ToeAndFoot,bowernpny-Yidiny,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yidiny-SeeAndKnow,bowernpny-Yidiny,SeeAndKnow,?,SeeAndKnow-None,,
bowernpny-Yidiny-SeeAndUnderstand,bowernpny-Yidiny,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yidiny-ElbowAndKnee,bowernpny-Yidiny,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yidiny-FearAndSurprise,bowernpny-Yidiny,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yidiny-CommonSubstringInElbowAndKnee,bowernpny-Yidiny,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yidiny-CommonSubstringInManAndWoman,bowernpny-Yidiny,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-Yidiny-CommonSubstringInFearAndSurprise,bowernpny-Yidiny,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yidiny-CommonSubstringInBoyAndGirl,bowernpny-Yidiny,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yidiny-EyeInTear,bowernpny-Yidiny,EyeInTear,?,EyeInTear-None,,
bowernpny-Yidiny-BowInElbow,bowernpny-Yidiny,BowInElbow,?,BowInElbow-None,,
bowernpny-Yidiny-CornerInElbow,bowernpny-Yidiny,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yidiny-WaterInTear,bowernpny-Yidiny,WaterInTear,?,WaterInTear-None,,
bowernpny-Yidiny-TreeInBark,bowernpny-Yidiny,TreeInBark,?,TreeInBark-None,,
bowernpny-Yidiny-SkinInBark,bowernpny-Yidiny,SkinInBark,?,SkinInBark-None,,
bowernpny-Yidiny-MouthInLip,bowernpny-Yidiny,MouthInLip,?,MouthInLip-None,,
bowernpny-Yidiny-SkinInLip,bowernpny-Yidiny,SkinInLip,?,SkinInLip-None,,
bowernpny-Yidiny-HandInFinger,bowernpny-Yidiny,HandInFinger,?,HandInFinger-None,,
bowernpny-Yidiny-FootInToe,bowernpny-Yidiny,FootInToe,?,FootInToe-None,,
bowernpny-Yidiny-ThreeInEight,bowernpny-Yidiny,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yidiny-ThreeInThirteen,bowernpny-Yidiny,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yidiny-FingerAndToe,bowernpny-Yidiny,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yidiny-HairAndFeather,bowernpny-Yidiny,HairAndFeather,?,HairAndFeather-None,,
bowernpny-Yidiny-HearAndSmell,bowernpny-Yidiny,HearAndSmell,False,HearAndSmell-False,,
bowernpny-Yindjibarndi-concepts,bowernpny-Yindjibarndi,concepts,300,,,
bowernpny-Yindjibarndi-forms,bowernpny-Yindjibarndi,forms,308,,,
bowernpny-Yindjibarndi-senses,bowernpny-Yindjibarndi,senses,306,,,
bowernpny-Yindjibarndi-LegAndFoot,bowernpny-Yindjibarndi,LegAndFoot,False,LegAndFoot-False,,
bowernpny-Yindjibarndi-ArmAndHand,bowernpny-Yindjibarndi,ArmAndHand,?,ArmAndHand-None,,
bowernpny-Yindjibarndi-BarkAndSkin,bowernpny-Yindjibarndi,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-Yindjibarndi-FingerAndHand,bowernpny-Yindjibarndi,FingerAndHand,?,FingerAndHand-None,,
bowernpny-Yindjibarndi-GreenAndBlue,bowernpny-Yindjibarndi,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-Yindjibarndi-RedAndYellow,bowernpny-Yindjibarndi,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yindjibarndi-ToeAndFoot,bowernpny-Yindjibarndi,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yindjibarndi-SeeAndKnow,bowernpny-Yindjibarndi,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-Yindjibarndi-SeeAndUnderstand,bowernpny-Yindjibarndi,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yindjibarndi-ElbowAndKnee,bowernpny-Yindjibarndi,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yindjibarndi-FearAndSurprise,bowernpny-Yindjibarndi,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yindjibarndi-CommonSubstringInElbowAndKnee,bowernpny-Yindjibarndi,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yindjibarndi-CommonSubstringInManAndWoman,bowernpny-Yindjibarndi,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-Yindjibarndi-CommonSubstringInFearAndSurprise,bowernpny-Yindjibarndi,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yindjibarndi-CommonSubstringInBoyAndGirl,bowernpny-Yindjibarndi,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yindjibarndi-EyeInTear,bowernpny-Yindjibarndi,EyeInTear,?,EyeInTear-None,,
bowernpny-Yindjibarndi-BowInElbow,bowernpny-Yindjibarndi,BowInElbow,?,BowInElbow-None,,
bowernpny-Yindjibarndi-CornerInElbow,bowernpny-Yindjibarndi,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yindjibarndi-WaterInTear,bowernpny-Yindjibarndi,WaterInTear,?,WaterInTear-None,,
bowernpny-Yindjibarndi-TreeInBark,bowernpny-Yindjibarndi,TreeInBark,?,TreeInBark-None,,
bowernpny-Yindjibarndi-SkinInBark,bowernpny-Yindjibarndi,SkinInBark,?,SkinInBark-None,,
bowernpny-Yindjibarndi-MouthInLip,bowernpny-Yindjibarndi,MouthInLip,?,MouthInLip-None,,
bowernpny-Yindjibarndi-SkinInLip,bowernpny-Yindjibarndi,SkinInLip,?,SkinInLip-None,,
bowernpny-Yindjibarndi-HandInFinger,bowernpny-Yindjibarndi,HandInFinger,?,HandInFinger-None,,
bowernpny-Yindjibarndi-FootInToe,bowernpny-Yindjibarndi,FootInToe,?,FootInToe-None,,
bowernpny-Yindjibarndi-ThreeInEight,bowernpny-Yindjibarndi,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yindjibarndi-ThreeInThirteen,bowernpny-Yindjibarndi,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yindjibarndi-FingerAndToe,bowernpny-Yindjibarndi,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yindjibarndi-HairAndFeather,bowernpny-Yindjibarndi,HairAndFeather,False,HairAndFeather-False,,
bowernpny-Yindjibarndi-HearAndSmell,bowernpny-Yindjibarndi,HearAndSmell,False,HearAndSmell-False,,
bowernpny-YortaYorta-concepts,bowernpny-YortaYorta,concepts,263,,,
bowernpny-YortaYorta-forms,bowernpny-YortaYorta,forms,266,,,
bowernpny-YortaYorta-senses,bowernpny-YortaYorta,senses,265,,,
bowernpny-YortaYorta-LegAndFoot,bowernpny-YortaYorta,LegAndFoot,False,LegAndFoot-False,,
bowernpny-YortaYorta-ArmAndHand,bowernpny-YortaYorta,ArmAndHand,?,ArmAndHand-None,,
bowernpny-YortaYorta-BarkAndSkin,bowernpny-YortaYorta,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-YortaYorta-FingerAndHand,bowernpny-YortaYorta,FingerAndHand,?,FingerAndHand-None,,
bowernpny-YortaYorta-GreenAndBlue,bowernpny-YortaYorta,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-YortaYorta-RedAndYellow,bowernpny-YortaYorta,RedAndYellow,?,RedAndYellow-None,,
bowernpny-YortaYorta-ToeAndFoot,bowernpny-YortaYorta,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-YortaYorta-SeeAndKnow,bowernpny-YortaYorta,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-YortaYorta-SeeAndUnderstand,bowernpny-YortaYorta,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-YortaYorta-ElbowAndKnee,bowernpny-YortaYorta,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-YortaYorta-FearAndSurprise,bowernpny-YortaYorta,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-YortaYorta-CommonSubstringInElbowAndKnee,bowernpny-YortaYorta,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-YortaYorta-CommonSubstringInManAndWoman,bowernpny-YortaYorta,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-YortaYorta-CommonSubstringInFearAndSurprise,bowernpny-YortaYorta,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-YortaYorta-CommonSubstringInBoyAndGirl,bowernpny-YortaYorta,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-YortaYorta-EyeInTear,bowernpny-YortaYorta,EyeInTear,?,EyeInTear-None,,
bowernpny-YortaYorta-BowInElbow,bowernpny-YortaYorta,BowInElbow,?,BowInElbow-None,,
bowernpny-YortaYorta-CornerInElbow,bowernpny-YortaYorta,CornerInElbow,?,CornerInElbow-None,,
bowernpny-YortaYorta-WaterInTear,bowernpny-YortaYorta,WaterInTear,?,WaterInTear-None,,
bowernpny-YortaYorta-TreeInBark,bowernpny-YortaYorta,TreeInBark,?,TreeInBark-None,,
bowernpny-YortaYorta-SkinInBark,bowernpny-YortaYorta,SkinInBark,?,SkinInBark-None,,
bowernpny-YortaYorta-MouthInLip,bowernpny-YortaYorta,MouthInLip,?,MouthInLip-None,,
bowernpny-YortaYorta-SkinInLip,bowernpny-YortaYorta,SkinInLip,?,SkinInLip-None,,
bowernpny-YortaYorta-HandInFinger,bowernpny-YortaYorta,HandInFinger,?,HandInFinger-None,,
bowernpny-YortaYorta-FootInToe,bowernpny-YortaYorta,FootInToe,?,FootInToe-None,,
bowernpny-YortaYorta-ThreeInEight,bowernpny-YortaYorta,ThreeInEight,?,ThreeInEight-None,,
bowernpny-YortaYorta-ThreeInThirteen,bowernpny-YortaYorta,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-YortaYorta-FingerAndToe,bowernpny-YortaYorta,FingerAndToe,?,FingerAndToe-None,,
bowernpny-YortaYorta-HairAndFeather,bowernpny-YortaYorta,HairAndFeather,False,HairAndFeather-False,,
bowernpny-YortaYorta-HearAndSmell,bowernpny-YortaYorta,HearAndSmell,False,HearAndSmell-False,,
bowernpny-Yugambeh-concepts,bowernpny-Yugambeh,concepts,317,,,
bowernpny-Yugambeh-forms,bowernpny-Yugambeh,forms,323,,,
bowernpny-Yugambeh-senses,bowernpny-Yugambeh,senses,322,,,
bowernpny-Yugambeh-LegAndFoot,bowernpny-Yugambeh,LegAndFoot,False,LegAndFoot-False,,
bowernpny-Yugambeh-ArmAndHand,bowernpny-Yugambeh,ArmAndHand,?,ArmAndHand-None,,
bowernpny-Yugambeh-BarkAndSkin,bowernpny-Yugambeh,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-Yugambeh-FingerAndHand,bowernpny-Yugambeh,FingerAndHand,?,FingerAndHand-None,,
bowernpny-Yugambeh-GreenAndBlue,bowernpny-Yugambeh,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-Yugambeh-RedAndYellow,bowernpny-Yugambeh,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yugambeh-ToeAndFoot,bowernpny-Yugambeh,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yugambeh-SeeAndKnow,bowernpny-Yugambeh,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-Yugambeh-SeeAndUnderstand,bowernpny-Yugambeh,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yugambeh-ElbowAndKnee,bowernpny-Yugambeh,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yugambeh-FearAndSurprise,bowernpny-Yugambeh,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yugambeh-CommonSubstringInElbowAndKnee,bowernpny-Yugambeh,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yugambeh-CommonSubstringInManAndWoman,bowernpny-Yugambeh,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
bowernpny-Yugambeh-CommonSubstringInFearAndSurprise,bowernpny-Yugambeh,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yugambeh-CommonSubstringInBoyAndGirl,bowernpny-Yugambeh,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yugambeh-EyeInTear,bowernpny-Yugambeh,EyeInTear,?,EyeInTear-None,,
bowernpny-Yugambeh-BowInElbow,bowernpny-Yugambeh,BowInElbow,?,BowInElbow-None,,
bowernpny-Yugambeh-CornerInElbow,bowernpny-Yugambeh,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yugambeh-WaterInTear,bowernpny-Yugambeh,WaterInTear,?,WaterInTear-None,,
bowernpny-Yugambeh-TreeInBark,bowernpny-Yugambeh,TreeInBark,?,TreeInBark-None,,
bowernpny-Yugambeh-SkinInBark,bowernpny-Yugambeh,SkinInBark,?,SkinInBark-None,,
bowernpny-Yugambeh-MouthInLip,bowernpny-Yugambeh,MouthInLip,?,MouthInLip-None,,
bowernpny-Yugambeh-SkinInLip,bowernpny-Yugambeh,SkinInLip,?,SkinInLip-None,,
bowernpny-Yugambeh-HandInFinger,bowernpny-Yugambeh,HandInFinger,?,HandInFinger-None,,
bowernpny-Yugambeh-FootInToe,bowernpny-Yugambeh,FootInToe,?,FootInToe-None,,
bowernpny-Yugambeh-ThreeInEight,bowernpny-Yugambeh,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yugambeh-ThreeInThirteen,bowernpny-Yugambeh,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yugambeh-FingerAndToe,bowernpny-Yugambeh,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yugambeh-HairAndFeather,bowernpny-Yugambeh,HairAndFeather,False,HairAndFeather-False,,
bowernpny-Yugambeh-HearAndSmell,bowernpny-Yugambeh,HearAndSmell,False,HearAndSmell-False,,
bowernpny-Yuwaalaraay-concepts,bowernpny-Yuwaalaraay,concepts,314,,,
bowernpny-Yuwaalaraay-forms,bowernpny-Yuwaalaraay,forms,321,,,
bowernpny-Yuwaalaraay-senses,bowernpny-Yuwaalaraay,senses,319,,,
bowernpny-Yuwaalaraay-LegAndFoot,bowernpny-Yuwaalaraay,LegAndFoot,False,LegAndFoot-False,,
bowernpny-Yuwaalaraay-ArmAndHand,bowernpny-Yuwaalaraay,ArmAndHand,?,ArmAndHand-None,,
bowernpny-Yuwaalaraay-BarkAndSkin,bowernpny-Yuwaalaraay,BarkAndSkin,?,BarkAndSkin-None,,
bowernpny-Yuwaalaraay-FingerAndHand,bowernpny-Yuwaalaraay,FingerAndHand,?,FingerAndHand-None,,
bowernpny-Yuwaalaraay-GreenAndBlue,bowernpny-Yuwaalaraay,GreenAndBlue,?,GreenAndBlue-None,,
bowernpny-Yuwaalaraay-RedAndYellow,bowernpny-Yuwaalaraay,RedAndYellow,False,RedAndYellow-False,,
bowernpny-Yuwaalaraay-ToeAndFoot,bowernpny-Yuwaalaraay,ToeAndFoot,?,ToeAndFoot-None,,
bowernpny-Yuwaalaraay-SeeAndKnow,bowernpny-Yuwaalaraay,SeeAndKnow,False,SeeAndKnow-False,,
bowernpny-Yuwaalaraay-SeeAndUnderstand,bowernpny-Yuwaalaraay,SeeAndUnderstand,?,SeeAndUnderstand-None,,
bowernpny-Yuwaalaraay-ElbowAndKnee,bowernpny-Yuwaalaraay,ElbowAndKnee,False,ElbowAndKnee-False,,
bowernpny-Yuwaalaraay-FearAndSurprise,bowernpny-Yuwaalaraay,FearAndSurprise,?,FearAndSurprise-None,,
bowernpny-Yuwaalaraay-CommonSubstringInElbowAndKnee,bowernpny-Yuwaalaraay,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
bowernpny-Yuwaalaraay-CommonSubstringInManAndWoman,bowernpny-Yuwaalaraay,CommonSubstringInManAndWoman,?,CommonSubstringInManAndWoman-None,,
bowernpny-Yuwaalaraay-CommonSubstringInFearAndSurprise,bowernpny-Yuwaalaraay,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
bowernpny-Yuwaalaraay-CommonSubstringInBoyAndGirl,bowernpny-Yuwaalaraay,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
bowernpny-Yuwaalaraay-EyeInTear,bowernpny-Yuwaalaraay,EyeInTear,?,EyeInTear-None,,
bowernpny-Yuwaalaraay-BowInElbow,bowernpny-Yuwaalaraay,BowInElbow,?,BowInElbow-None,,
bowernpny-Yuwaalaraay-CornerInElbow,bowernpny-Yuwaalaraay,CornerInElbow,?,CornerInElbow-None,,
bowernpny-Yuwaalaraay-WaterInTear,bowernpny-Yuwaalaraay,WaterInTear,?,WaterInTear-None,,
bowernpny-Yuwaalaraay-TreeInBark,bowernpny-Yuwaalaraay,TreeInBark,?,TreeInBark-None,,
bowernpny-Yuwaalaraay-SkinInBark,bowernpny-Yuwaalaraay,SkinInBark,?,SkinInBark-None,,
bowernpny-Yuwaalaraay-MouthInLip,bowernpny-Yuwaalaraay,MouthInLip,?,MouthInLip-None,,
bowernpny-Yuwaalaraay-SkinInLip,bowernpny-Yuwaalaraay,SkinInLip,?,SkinInLip-None,,
bowernpny-Yuwaalaraay-HandInFinger,bowernpny-Yuwaalaraay,HandInFinger,?,HandInFinger-None,,
bowernpny-Yuwaalaraay-FootInToe,bowernpny-Yuwaalaraay,FootInToe,?,FootInToe-None,,
bowernpny-Yuwaalaraay-ThreeInEight,bowernpny-Yuwaalaraay,ThreeInEight,?,ThreeInEight-None,,
bowernpny-Yuwaalaraay-ThreeInThirteen,bowernpny-Yuwaalaraay,ThreeInThirteen,?,ThreeInThirteen-None,,
bowernpny-Yuwaalaraay-FingerAndToe,bowernpny-Yuwaalaraay,FingerAndToe,?,FingerAndToe-None,,
bowernpny-Yuwaalaraay-HairAndFeather,bowernpny-Yuwaalaraay,HairAndFeather,False,HairAndFeather-False,,
bowernpny-Yuwaalaraay-HearAndSmell,bowernpny-Yuwaalaraay,HearAndSmell,False,HearAndSmell-False,,
castrosui-ShuigenCentralSandong-concepts,castrosui-ShuigenCentralSandong,concepts,512,,,
castrosui-ShuigenCentralSandong-forms,castrosui-ShuigenCentralSandong,forms,606,,,
castrosui-ShuigenCentralSandong-senses,castrosui-ShuigenCentralSandong,senses,589,,,
castrosui-ShuigenCentralSandong-LegAndFoot,castrosui-ShuigenCentralSandong,LegAndFoot,False,LegAndFoot-False,,
castrosui-ShuigenCentralSandong-ArmAndHand,castrosui-ShuigenCentralSandong,ArmAndHand,False,ArmAndHand-False,,
castrosui-ShuigenCentralSandong-BarkAndSkin,castrosui-ShuigenCentralSandong,BarkAndSkin,False,BarkAndSkin-False,,
castrosui-ShuigenCentralSandong-FingerAndHand,castrosui-ShuigenCentralSandong,FingerAndHand,?,FingerAndHand-None,,
castrosui-ShuigenCentralSandong-GreenAndBlue,castrosui-ShuigenCentralSandong,GreenAndBlue,?,GreenAndBlue-None,,
castrosui-ShuigenCentralSandong-RedAndYellow,castrosui-ShuigenCentralSandong,RedAndYellow,False,RedAndYellow-False,,
