Aeka	transnewguineaorg-aeka	aeka1244	Nuclear Trans New Guinea	-8.855095	147.99477	5
Agutyanen	abvdphilippines-1569	agut1237	Austronesian	10.5328	119.655	5
Ali	abvdoceanic-Ali_39	kapp1237	Austronesian	-3.28761	142.659	5
Alyawarr	bowernpny-Alyawarr	alya1239	Pama-Nyungan	-21.0427	136.835	5
Ambae, West (Ngwatua)	abvdoceanic-AmbaeWestNgwatua_1144	west2513	Austronesian	-15.4281	167.807	5
Amele	transnewguineaorg-amele	amel1241	Nuclear Trans New Guinea	-5.29126	145.687	5
Andoke	huntergatherer-97	ando1256		-0.53751	-72.0869	5
As	abvdoceanic-As_207	asss1237	Austronesian	-0.75267	131.728	5
Babuyan	abvdphilippines-289	babu1242	Austronesian	19.48	121.96	5
Barí	idssegmented-bari	bari1297	Chibchan	9.08497	-72.9353	5
Bau	transnewguineaorg-bau	bauu1244	Nuclear Trans New Guinea	-5.26465	145.611	5
Bora	hubercolumbian-Bora	bora1263	Boran	-2.91467	-68.9093	5
Catuquina	keypano-Catuquina	pano1254	Pano-Tacanan	-7.97456	-71.56151	5
Catío	hubercolumbian-Catio	embe1260	Chocoan	7.52721	-76.7476	5
Chuanqiandian, Southern Guizhou	chenhmongmien-SouthernGuizhouChuanqiandian	cent1394	Hmong-Mien	25.586343	106.323467	5
Cofán	idssegmented-cofan	cofa1242		0.276675	-77.0643	5
Danish	northeuralex-dan	dani1285	Indo-European	55.6	12.5	5
De'kwana	idssegmented-dekwana	maqu1238	Cariban	4.70705	-64.3877	5
Doura	abvdoceanic-Doura_396	tour1243	Austronesian	-9.10008	146.988	5
Embera Chamí	hubercolumbian-EmberaChami	embe1262	Chocoan	4.8791	-76.0749	5
Epena	idssegmented-epena	epen1239	Chocoan	4.25877	-77.3566	5
Fataluku	transnewguineaorg-fataluku	fata1247	Timor-Alor-Pantar	-8.49464	127.08	5
Fayu	transnewguineaorg-fayu	fayu1238	Lakes Plain	-3.14497	136.867	5
Fembe	transnewguineaorg-fembe	femb1238	East Strickland	-5.71596	142.254	5
Futuna, East	abvdoceanic-FutunaEast_210	east2447	Austronesian	-14.278717	-178.137222	5
Garus	transnewguineaorg-garus	garu1246	Nuclear Trans New Guinea	-4.9222	145.683	5
Goajiro	idssegmented-goajiro	wayu1243	Arawakan	11.395566	-72.199791	5
Hup	wold-Hup	hupd1244	Naduhup	0.166667	-69.25	5
Iraqw	wold-Iraqw	iraq1241	Afro-Asiatic	-4.0	35.5	5
Irish	northeuralex-gle	iris1253	Indo-European	53.22	-7.62	5
Jarawa	johanssonsoundsymbolic-Jarawa	jara1245	Jarawa-Onge	11.6089	92.658	5
Jinsha Dai	idssegmented-jinshadai	nort1545	Hmong-Mien	26.7238	106.682	5
JruLaven	sidwellbahnaric-jrulaven	lave1248	Austroasiatic	15.2726	106.322	5
Kalinga, Guinaang, Lubuagan Dialect	abvdphilippines-429	lubu1243	Austronesian	17.3879	121.0365	5
Kapanawa	blumpanotacana-Capanahua	capa1241	Pano-Tacanan	-6.63254	-74.3813	5
Koreguaje	hubercolumbian-Koreguaje	kore1283	Tucanoan	0.92316	-75.3475	5
Kwara'ae	tryonsolomon-kwaraae	kwar1239	Austronesian	-8.75779	160.804	5
Lake Miwok	huntergatherer-38	lake1258	Miwok-Costanoan	39.0021	-122.621	5
Lala	abvdoceanic-Lala_1439	lala1268	Austronesian	-8.93195	146.749	5
Leo Tuvalu	walworthpolynesian-Tuvalu	tuva1244	Austronesian	-8.520813	179.198088	5
Lonwolwol	abvdoceanic-Lonwolwol_1026	lonw1238	Austronesian	-16.2286	168.016	5
Maasai	johanssonsoundsymbolic-Maasai	masa1300	Nilotic	-3.1419	36.4573	5
Malila	tls-Malila	mali1279	Atlantic-Congo	-9.16619	33.339	5
Motu	transnewguineaorg-motu	motu1246	Austronesian	-9.67492	147.424	5
Munit	transnewguineaorg-munit	muni1257	Nuclear Trans New Guinea	-5.24329	145.548	5
Muong (Barker)	sidwellvietic-MuongBi	muon1246	Austroasiatic	20.7374	105.186	5
Nauna	abvdoceanic-Nauna_96	naun1237	Austronesian	-2.21213	148.201	5
Nehan Hape	abvdoceanic-NehanHape_98	neha1247	Austronesian	-4.56875	154.2	5
Nguồn Cổ Liêm	sidwellvietic-NguonCL	nguo1239	Austroasiatic	17.7243	105.932	5
North Highland Mixe	wichmannmixezoquean-NorthHighlandMixe	toto1305	Mixe-Zoque	17.2157	-96.0179	5
Nukak	hubercolumbian-Nukak	nuka1242	Kakua-Nukak	2.65939	-71.4629	5
Nukumanu	abvdoceanic-Nukumanu_1654	nuku1258	Austronesian	-4.576321	159.48537	5
Nuu-chah-nulth	idssegmented-nuuchahnulth	nuuc1236	Wakashan	49.67	-126.67	5
Otomi	wold-Otomi	mezq1235	Otomanguean	20.1667	-98.8333	5
Piaroa	huntergatherer-130	piar1243	Saliban	4.41805	-67.7574	5
Pileni	tryonsolomon-pileni	pile1238	Austronesian	-10.173335	166.247188	5
Qau Kelao	idssegmented-qaukelao	qaua1234	Tai-Kadai	26.155438	106.16455	5
Rouruo	lamanisoic-Rouruo	zauz1238	Sino-Tibetan	26.4572	98.8634	5
Rumu	johanssonsoundsymbolic-Rumu	rumu1243	Turama-Kikori	-7.17149	144.179	5
Sa (south-eastern dialect)	abvdoceanic-Sasoutheasterndialect_643	saaa1241	Austronesian	-15.9534	168.228	5
Saramaccan	wold-Saramaccan	sara1340	Indo-European	4.5	-55.5	5
Seimat	abvdoceanic-Seimat_121	seim1238	Austronesian	-1.2666667	144.25	5
Sharanawa	blumpanotacana-Sharanahua	shar1245	Pano-Tacanan	-9.8626	-71.1232	5
Shark Bay	abvdoceanic-SharkBay_1174	shar1244	Austronesian	-15.255284	167.138859	5
Shipibo-Conibo	keypano-ShipiboConibo	ship1254	Pano-Tacanan	-7.17105	-74.8219	5
Tangoa	abvdoceanic-Tangoa_1027	tang1347	Austronesian	-15.5643	166.958	5
Tokelau	abvdoceanic-Tokelau_245	toke1240	Austronesian	-9.227642	-171.780833	5
Tucano	hubercolumbian-Tucano	tuca1252	Tucanoan	0.579755	-69.5763	5
Udihe	oskolskayatungusic-Udihe	udih1248	Tungusic	46.63086	135.67762	5
Vietnamese	wold-Vietnamese	viet1252	Austroasiatic	10.5	106.5	5
Yagua	keypano-Yagua	yagu1244	Peba-Yagua	-3.42913	-72.2186	5
Yaruro	idssegmented-yaruro	pume1238		7.10677	-67.5996	5
Yuki	huntergatherer-30	yuki1243	Yuki-Wappo	39.8389	-123.296	5
Yuwana	idssegmented-yuwana	yuwa1244		5.63879	-65.4267	5
Zarma	johanssonsoundsymbolic-Zarma	zarm1239	Songhay	12.8554	2.41173	5
isabi	zgraggenmadang-isabi	isab1240	Nuclear Trans New Guinea	-5.83809	145.462	5
